,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type
4430,Low Fat,0.166776273,Dairy,36.5506,OUT017,2007,Tier 2,Supermarket Type1
4431,Low Fat,0.102393277,Health and Hygiene,113.1544,OUT019,1985,Tier 1,Grocery Store
4432,Low Fat,0.174462585,Snack Foods,197.711,OUT017,2007,Tier 2,Supermarket Type1
4433,Low Fat,0.010622102,Meat,64.5826,OUT013,1987,Tier 3,Supermarket Type1
4434,Low Fat,0.07599649,Starchy Foods,194.182,OUT049,1999,Tier 1,Supermarket Type1
4435,Low Fat,0.0869468,Household,144.347,OUT010,1998,Tier 3,Grocery Store
4436,Regular,0.042950697,Fruits and Vegetables,108.4254,OUT035,2004,Tier 2,Supermarket Type1
4437,Low Fat,0.073131911,Canned,156.0972,OUT013,1987,Tier 3,Supermarket Type1
4438,Low Fat,0.08494673,Canned,120.5072,OUT010,1998,Tier 3,Grocery Store
4439,Low Fat,0.0,Household,74.9696,OUT046,1997,Tier 1,Supermarket Type1
4440,Low Fat,0.026795874,Hard Drinks,105.8938,OUT019,1985,Tier 1,Grocery Store
4441,Low Fat,0.054715771,Health and Hygiene,197.8084,OUT049,1999,Tier 1,Supermarket Type1
4442,Low Fat,0.093393523,Household,54.0956,OUT018,2009,Tier 3,Supermarket Type2
4443,Low Fat,0.0,Fruits and Vegetables,44.1402,OUT035,2004,Tier 2,Supermarket Type1
4444,Low Fat,0.0,Snack Foods,235.559,OUT017,2007,Tier 2,Supermarket Type1
4445,Low Fat,0.052400475,Snack Foods,105.099,OUT013,1987,Tier 3,Supermarket Type1
4446,Low Fat,0.096925504,Baking Goods,131.3284,OUT019,1985,Tier 1,Grocery Store
4447,Low Fat,0.060468922,Baking Goods,85.254,OUT035,2004,Tier 2,Supermarket Type1
4448,Low Fat,0.089305571,Snack Foods,115.5518,OUT035,2004,Tier 2,Supermarket Type1
4449,Low Fat,0.025529117,Health and Hygiene,147.876,OUT045,2002,Tier 2,Supermarket Type1
4450,Low Fat,0.011089224,Breads,41.8454,OUT046,1997,Tier 1,Supermarket Type1
4451,Regular,0.152170799,Frozen Foods,231.9984,OUT010,1998,Tier 3,Grocery Store
4452,Low Fat,0.0,Dairy,104.4306,OUT049,1999,Tier 1,Supermarket Type1
4453,Low Fat,0.105090817,Dairy,41.5138,OUT035,2004,Tier 2,Supermarket Type1
4454,Low Fat,0.091207161,Snack Foods,151.8708,OUT046,1997,Tier 1,Supermarket Type1
4455,Regular,0.041759701,Fruits and Vegetables,98.041,OUT010,1998,Tier 3,Grocery Store
4456,Low Fat,0.044497478,Dairy,89.7856,OUT046,1997,Tier 1,Supermarket Type1
4457,Regular,0.061175535,Soft Drinks,54.8614,OUT046,1997,Tier 1,Supermarket Type1
4458,Low Fat,0.0,Health and Hygiene,96.441,OUT049,1999,Tier 1,Supermarket Type1
4459,Regular,0.032657896,Dairy,263.191,OUT010,1998,Tier 3,Grocery Store
4460,Low Fat,0.063029339,Canned,100.47,OUT046,1997,Tier 1,Supermarket Type1
4461,Low Fat,0.113581951,Health and Hygiene,234.93,OUT035,2004,Tier 2,Supermarket Type1
4462,Regular,0.015077408,Meat,250.9408,OUT013,1987,Tier 3,Supermarket Type1
4463,Low Fat,0.089454322,Health and Hygiene,183.2608,OUT010,1998,Tier 3,Grocery Store
4464,Low Fat,0.031158308,Snack Foods,184.2582,OUT045,2002,Tier 2,Supermarket Type1
4465,Low Fat,0.014998688,Health and Hygiene,142.6154,OUT018,2009,Tier 3,Supermarket Type2
4466,Low Fat,0.043562851,Fruits and Vegetables,147.9418,OUT046,1997,Tier 1,Supermarket Type1
4467,Low Fat,0.020831693,Fruits and Vegetables,126.4046,OUT017,2007,Tier 2,Supermarket Type1
4468,Regular,0.096662969,Dairy,45.3086,OUT045,2002,Tier 2,Supermarket Type1
4469,Regular,0.03999003,Meat,86.8514,OUT046,1997,Tier 1,Supermarket Type1
4470,Low Fat,0.086116086,Frozen Foods,148.4076,OUT035,2004,Tier 2,Supermarket Type1
4471,Regular,0.038206735,Dairy,96.1726,OUT049,1999,Tier 1,Supermarket Type1
4472,Low Fat,0.077611332,Health and Hygiene,63.0536,OUT045,2002,Tier 2,Supermarket Type1
4473,Regular,0.069578418,Baking Goods,190.2214,OUT027,1985,Tier 3,Supermarket Type3
4474,Low Fat,0.025233003,Health and Hygiene,150.1734,OUT018,2009,Tier 3,Supermarket Type2
4475,Regular,0.117723097,Snack Foods,159.5578,OUT045,2002,Tier 2,Supermarket Type1
4476,Regular,0.0,Breakfast,176.1712,OUT049,1999,Tier 1,Supermarket Type1
4477,Regular,0.064274939,Frozen Foods,85.8566,OUT018,2009,Tier 3,Supermarket Type2
4478,Regular,0.038289031,Dairy,88.4198,OUT045,2002,Tier 2,Supermarket Type1
4479,Low Fat,0.026849263,Household,95.8726,OUT046,1997,Tier 1,Supermarket Type1
4480,Regular,0.009354173,Starchy Foods,226.0062,OUT010,1998,Tier 3,Grocery Store
4481,Regular,0.012204712,Fruits and Vegetables,60.1904,OUT046,1997,Tier 1,Supermarket Type1
4482,Low Fat,0.024286028,Fruits and Vegetables,124.873,OUT017,2007,Tier 2,Supermarket Type1
4483,Low Fat,0.097816206,Starchy Foods,222.7746,OUT045,2002,Tier 2,Supermarket Type1
4484,Low Fat,0.095651539,Health and Hygiene,200.4084,OUT019,1985,Tier 1,Grocery Store
4485,Low Fat,0.082239384,Soft Drinks,187.753,OUT046,1997,Tier 1,Supermarket Type1
4486,Regular,0.041737624,Baking Goods,164.4868,OUT013,1987,Tier 3,Supermarket Type1
4487,Low Fat,0.044483108,Fruits and Vegetables,184.2266,OUT049,1999,Tier 1,Supermarket Type1
4488,Regular,0.00559729,Starchy Foods,224.8062,OUT049,1999,Tier 1,Supermarket Type1
4489,Low Fat,0.065051711,Baking Goods,91.1804,OUT049,1999,Tier 1,Supermarket Type1
4490,Low Fat,0.040481173,Fruits and Vegetables,188.024,OUT013,1987,Tier 3,Supermarket Type1
4491,Low Fat,0.014447639,Health and Hygiene,183.895,OUT013,1987,Tier 3,Supermarket Type1
4492,Low Fat,0.036291254,Health and Hygiene,176.2028,OUT049,1999,Tier 1,Supermarket Type1
4493,Low Fat,0.125780608,Fruits and Vegetables,86.9198,OUT046,1997,Tier 1,Supermarket Type1
4494,Regular,0.016721179,Frozen Foods,96.1726,OUT018,2009,Tier 3,Supermarket Type2
4495,Low Fat,0.143105952,Breakfast,126.7994,OUT046,1997,Tier 1,Supermarket Type1
4496,Regular,0.083930246,Fruits and Vegetables,188.9556,OUT019,1985,Tier 1,Grocery Store
4497,Regular,0.057104603,Fruits and Vegetables,223.1088,OUT045,2002,Tier 2,Supermarket Type1
4498,Regular,0.014848655,Fruits and Vegetables,234.3958,OUT049,1999,Tier 1,Supermarket Type1
4499,Low Fat,0.022929688,Frozen Foods,261.4594,OUT045,2002,Tier 2,Supermarket Type1
4500,Low Fat,0.024871616,Soft Drinks,155.7998,OUT045,2002,Tier 2,Supermarket Type1
4501,Low Fat,0.01941956,Snack Foods,122.5756,OUT035,2004,Tier 2,Supermarket Type1
4502,Low Fat,0.119778027,Household,93.9094,OUT045,2002,Tier 2,Supermarket Type1
4503,Low Fat,0.017456177,Fruits and Vegetables,230.101,OUT049,1999,Tier 1,Supermarket Type1
4504,Regular,0.119661905,Dairy,233.63,OUT018,2009,Tier 3,Supermarket Type2
4505,Low Fat,0.110586928,Hard Drinks,261.0278,OUT010,1998,Tier 3,Grocery Store
4506,Low Fat,0.176269152,Fruits and Vegetables,221.6772,OUT049,1999,Tier 1,Supermarket Type1
4507,Low Fat,0.04466123,Household,245.2802,OUT046,1997,Tier 1,Supermarket Type1
4508,Low Fat,0.038556468,Fruits and Vegetables,211.2586,OUT035,2004,Tier 2,Supermarket Type1
4509,Low Fat,0.034037991,Snack Foods,147.2076,OUT018,2009,Tier 3,Supermarket Type2
4510,Low Fat,0.118004487,Snack Foods,223.3088,OUT013,1987,Tier 3,Supermarket Type1
4511,Low Fat,0.095930954,Snack Foods,56.0956,OUT010,1998,Tier 3,Grocery Store
4512,Regular,0.085791732,Fruits and Vegetables,228.9694,OUT035,2004,Tier 2,Supermarket Type1
4513,Low Fat,0.115523835,Baking Goods,220.8114,OUT017,2007,Tier 2,Supermarket Type1
4514,Regular,0.075934861,Breads,144.8444,OUT017,2007,Tier 2,Supermarket Type1
4515,Low Fat,0.020483751,Household,43.2112,OUT035,2004,Tier 2,Supermarket Type1
4516,Low Fat,0.116248965,Fruits and Vegetables,94.1436,OUT046,1997,Tier 1,Supermarket Type1
4517,Low Fat,0.096604361,Snack Foods,207.0612,OUT018,2009,Tier 3,Supermarket Type2
4518,Regular,0.0,Snack Foods,132.9284,OUT013,1987,Tier 3,Supermarket Type1
4519,Low Fat,0.02470108,Soft Drinks,154.0998,OUT027,1985,Tier 3,Supermarket Type3
4520,Regular,0.009867915,Meat,149.1366,OUT046,1997,Tier 1,Supermarket Type1
4521,Low Fat,0.125431986,Frozen Foods,98.4042,OUT045,2002,Tier 2,Supermarket Type1
4522,Low Fat,0.087530252,Dairy,95.141,OUT018,2009,Tier 3,Supermarket Type2
4523,Regular,0.033826055,Snack Foods,168.4158,OUT027,1985,Tier 3,Supermarket Type3
4524,Regular,0.10954449,Baking Goods,120.4098,OUT049,1999,Tier 1,Supermarket Type1
4525,Low Fat,0.04742967,Others,112.0202,OUT018,2009,Tier 3,Supermarket Type2
4526,Regular,0.022512133,Dairy,248.4092,OUT046,1997,Tier 1,Supermarket Type1
4527,Low Fat,0.058924378,Household,245.046,OUT035,2004,Tier 2,Supermarket Type1
4528,Low Fat,0.038586582,Snack Foods,238.0564,OUT049,1999,Tier 1,Supermarket Type1
4529,Low Fat,0.025356532,Dairy,239.4538,OUT027,1985,Tier 3,Supermarket Type3
4530,Low Fat,0.024243799,Dairy,36.9874,OUT045,2002,Tier 2,Supermarket Type1
4531,Low Fat,0.142594879,Starchy Foods,87.7172,OUT017,2007,Tier 2,Supermarket Type1
4532,Low Fat,0.035354361,Fruits and Vegetables,39.9506,OUT046,1997,Tier 1,Supermarket Type1
4533,Low Fat,0.069545461,Health and Hygiene,262.9884,OUT046,1997,Tier 1,Supermarket Type1
4534,Low Fat,0.038001328,Dairy,176.6028,OUT010,1998,Tier 3,Grocery Store
4535,Low Fat,0.037625107,Baking Goods,73.2354,OUT035,2004,Tier 2,Supermarket Type1
4536,Low Fat,0.026033836,Frozen Foods,149.5076,OUT049,1999,Tier 1,Supermarket Type1
4537,Regular,0.069075897,Breakfast,57.0614,OUT035,2004,Tier 2,Supermarket Type1
4538,Regular,0.039928237,Soft Drinks,164.5868,OUT046,1997,Tier 1,Supermarket Type1
4539,Low Fat,0.027111488,Household,172.5396,OUT049,1999,Tier 1,Supermarket Type1
4540,Regular,0.135369952,Starchy Foods,183.6924,OUT045,2002,Tier 2,Supermarket Type1
4541,Regular,0.063424403,Breakfast,154.3682,OUT049,1999,Tier 1,Supermarket Type1
4542,Regular,0.056616236,Breads,84.6908,OUT018,2009,Tier 3,Supermarket Type2
4543,Low Fat,0.113238888,Fruits and Vegetables,194.5794,OUT019,1985,Tier 1,Grocery Store
4544,Regular,0.03234077,Canned,154.3972,OUT017,2007,Tier 2,Supermarket Type1
4545,Low Fat,0.0,Dairy,124.173,OUT010,1998,Tier 3,Grocery Store
4546,Regular,0.183275872,Canned,210.4902,OUT027,1985,Tier 3,Supermarket Type3
4547,Low Fat,0.044899912,Health and Hygiene,139.9838,OUT035,2004,Tier 2,Supermarket Type1
4548,Low Fat,0.07229836,Frozen Foods,118.8098,OUT046,1997,Tier 1,Supermarket Type1
4549,Regular,0.071666638,Fruits and Vegetables,80.6276,OUT019,1985,Tier 1,Grocery Store
4550,Low Fat,0.045038921,Snack Foods,185.8556,OUT035,2004,Tier 2,Supermarket Type1
4551,Low Fat,0.033942792,Health and Hygiene,126.5994,OUT019,1985,Tier 1,Grocery Store
4552,Low Fat,0.151817729,Health and Hygiene,86.0224,OUT027,1985,Tier 3,Supermarket Type3
4553,Low Fat,0.089120941,Household,190.5504,OUT049,1999,Tier 1,Supermarket Type1
4554,Regular,0.063454375,Breakfast,153.2682,OUT045,2002,Tier 2,Supermarket Type1
4555,Low Fat,0.021474597,Baking Goods,156.9288,OUT045,2002,Tier 2,Supermarket Type1
4556,Regular,0.014556069,Canned,208.7638,OUT027,1985,Tier 3,Supermarket Type3
4557,Regular,0.061084423,Meat,44.7744,OUT035,2004,Tier 2,Supermarket Type1
4558,Regular,0.152150971,Frozen Foods,213.5218,OUT046,1997,Tier 1,Supermarket Type1
4559,Regular,0.045950668,Snack Foods,170.8132,OUT018,2009,Tier 3,Supermarket Type2
4560,Regular,0.02521782,Canned,148.5418,OUT045,2002,Tier 2,Supermarket Type1
4561,Regular,0.184096112,Frozen Foods,140.7812,OUT019,1985,Tier 1,Grocery Store
4562,Regular,0.06144156,Meat,43.4744,OUT017,2007,Tier 2,Supermarket Type1
4563,Regular,0.054191792,Frozen Foods,152.1366,OUT027,1985,Tier 3,Supermarket Type3
4564,Low Fat,0.085954716,Snack Foods,167.4816,OUT046,1997,Tier 1,Supermarket Type1
4565,Regular,0.014614728,Canned,207.9638,OUT013,1987,Tier 3,Supermarket Type1
4566,Regular,0.030284659,Snack Foods,223.3114,OUT035,2004,Tier 2,Supermarket Type1
4567,Regular,0.077682589,Meat,109.2596,OUT027,1985,Tier 3,Supermarket Type3
4568,Low Fat,0.01567399,Household,181.9976,OUT013,1987,Tier 3,Supermarket Type1
4569,Low Fat,0.064052266,Hard Drinks,229.9694,OUT035,2004,Tier 2,Supermarket Type1
4570,Low Fat,0.017819491,Starchy Foods,178.0686,OUT027,1985,Tier 3,Supermarket Type3
4571,Low Fat,0.117486329,Fruits and Vegetables,107.4912,OUT010,1998,Tier 3,Grocery Store
4572,Regular,0.025740842,Snack Foods,190.0872,OUT046,1997,Tier 1,Supermarket Type1
4573,Low Fat,0.135142318,Snack Foods,218.8482,OUT046,1997,Tier 1,Supermarket Type1
4574,Regular,0.054150291,Dairy,254.7672,OUT019,1985,Tier 1,Grocery Store
4575,Low Fat,0.223309091,Frozen Foods,85.5224,OUT019,1985,Tier 1,Grocery Store
4576,Low Fat,0.03653732,Household,230.601,OUT046,1997,Tier 1,Supermarket Type1
4577,Low Fat,0.056406081,Frozen Foods,42.5454,OUT045,2002,Tier 2,Supermarket Type1
4578,Regular,0.055338105,Meat,150.4734,OUT018,2009,Tier 3,Supermarket Type2
4579,Low Fat,0.053513977,Frozen Foods,59.1904,OUT018,2009,Tier 3,Supermarket Type2
4580,Low Fat,0.089399444,Breakfast,193.9478,OUT049,1999,Tier 1,Supermarket Type1
4581,Low Fat,0.017902817,Starchy Foods,178.2686,OUT035,2004,Tier 2,Supermarket Type1
4582,Regular,0.027605646,Canned,88.9856,OUT035,2004,Tier 2,Supermarket Type1
4583,Low Fat,0.01123525,Snack Foods,211.856,OUT046,1997,Tier 1,Supermarket Type1
4584,Low Fat,0.089248129,Snack Foods,113.1518,OUT013,1987,Tier 3,Supermarket Type1
4585,Low Fat,0.077290355,Snack Foods,161.9236,OUT017,2007,Tier 2,Supermarket Type1
4586,Low Fat,0.050096661,Household,192.4162,OUT027,1985,Tier 3,Supermarket Type3
4587,Regular,0.014624135,Canned,207.2638,OUT035,2004,Tier 2,Supermarket Type1
4588,Regular,0.04275079,Fruits and Vegetables,107.7254,OUT027,1985,Tier 3,Supermarket Type3
4589,Low Fat,0.020978072,Health and Hygiene,132.8942,OUT046,1997,Tier 1,Supermarket Type1
4590,Low Fat,0.030402657,Health and Hygiene,37.0874,OUT049,1999,Tier 1,Supermarket Type1
4591,Low Fat,0.024591034,Frozen Foods,74.8038,OUT010,1998,Tier 3,Grocery Store
4592,Low Fat,0.061043068,Baking Goods,233.0616,OUT017,2007,Tier 2,Supermarket Type1
4593,Low Fat,0.025827578,Household,182.7976,OUT027,1985,Tier 3,Supermarket Type3
4594,Low Fat,0.160261305,Frozen Foods,141.0154,OUT045,2002,Tier 2,Supermarket Type1
4595,Low Fat,0.0,Household,183.3608,OUT046,1997,Tier 1,Supermarket Type1
4596,Regular,0.04035886,Snack Foods,181.366,OUT046,1997,Tier 1,Supermarket Type1
4597,Regular,0.058849939,Baking Goods,172.7422,OUT045,2002,Tier 2,Supermarket Type1
4598,Low Fat,0.046085421,Snack Foods,117.6124,OUT013,1987,Tier 3,Supermarket Type1
4599,Low Fat,0.160619486,Snack Foods,93.612,OUT018,2009,Tier 3,Supermarket Type2
4600,Low Fat,0.074743226,Dairy,111.5228,OUT049,1999,Tier 1,Supermarket Type1
4601,Low Fat,0.0894533,Snack Foods,254.3672,OUT045,2002,Tier 2,Supermarket Type1
4602,Low Fat,0.0,Baking Goods,194.8452,OUT045,2002,Tier 2,Supermarket Type1
4603,Low Fat,0.05494116,Frozen Foods,110.4254,OUT013,1987,Tier 3,Supermarket Type1
4604,Regular,0.02904146,Fruits and Vegetables,80.796,OUT045,2002,Tier 2,Supermarket Type1
4605,Low Fat,0.104835967,Snack Foods,154.863,OUT035,2004,Tier 2,Supermarket Type1
4606,Low Fat,0.171348934,Snack Foods,125.7704,OUT049,1999,Tier 1,Supermarket Type1
4607,Regular,0.011390654,Frozen Foods,91.0488,OUT049,1999,Tier 1,Supermarket Type1
4608,Low Fat,0.079739853,Household,169.4106,OUT013,1987,Tier 3,Supermarket Type1
4609,Low Fat,0.061059672,Breakfast,162.7526,OUT046,1997,Tier 1,Supermarket Type1
4610,Regular,0.148643089,Snack Foods,179.766,OUT027,1985,Tier 3,Supermarket Type3
4611,Low Fat,0.123186843,Canned,133.5942,OUT017,2007,Tier 2,Supermarket Type1
4612,Low Fat,0.024655594,Household,144.0102,OUT046,1997,Tier 1,Supermarket Type1
4613,Low Fat,0.037746432,Snack Foods,123.8704,OUT049,1999,Tier 1,Supermarket Type1
4614,Low Fat,0.027025266,Others,52.2666,OUT013,1987,Tier 3,Supermarket Type1
4615,Low Fat,0.053773114,Dairy,179.0002,OUT017,2007,Tier 2,Supermarket Type1
4616,Regular,0.228353164,Snack Foods,192.482,OUT010,1998,Tier 3,Grocery Store
4617,Low Fat,0.093671176,Snack Foods,115.3834,OUT046,1997,Tier 1,Supermarket Type1
4618,Low Fat,0.08944169,Breakfast,192.0478,OUT045,2002,Tier 2,Supermarket Type1
4619,Low Fat,0.137270472,Frozen Foods,213.4534,OUT010,1998,Tier 3,Grocery Store
4620,Low Fat,0.084753606,Frozen Foods,40.2796,OUT046,1997,Tier 1,Supermarket Type1
4621,Low Fat,0.0,Household,189.2556,OUT027,1985,Tier 3,Supermarket Type3
4622,Regular,0.021469174,Seafood,187.6582,OUT027,1985,Tier 3,Supermarket Type3
4623,Low Fat,0.013150445,Household,140.6154,OUT049,1999,Tier 1,Supermarket Type1
4624,Regular,0.159062948,Fruits and Vegetables,60.2194,OUT013,1987,Tier 3,Supermarket Type1
4625,Low Fat,0.038623716,Fruits and Vegetables,209.6586,OUT049,1999,Tier 1,Supermarket Type1
4626,Low Fat,0.0,Baking Goods,49.1034,OUT018,2009,Tier 3,Supermarket Type2
4627,Regular,0.111865695,Fruits and Vegetables,191.8478,OUT027,1985,Tier 3,Supermarket Type3
4628,Regular,0.060065869,Fruits and Vegetables,130.9968,OUT017,2007,Tier 2,Supermarket Type1
4629,Low Fat,0.042993634,Health and Hygiene,167.3842,OUT017,2007,Tier 2,Supermarket Type1
4630,Low Fat,0.097599775,Starchy Foods,224.8746,OUT035,2004,Tier 2,Supermarket Type1
4631,Low Fat,0.135852194,Fruits and Vegetables,149.7734,OUT010,1998,Tier 3,Grocery Store
4632,Low Fat,0.167504237,Frozen Foods,110.5886,OUT010,1998,Tier 3,Grocery Store
4633,Low Fat,0.112379351,Frozen Foods,105.3622,OUT018,2009,Tier 3,Supermarket Type2
4634,Low Fat,0.023138823,Others,152.734,OUT035,2004,Tier 2,Supermarket Type1
4635,Low Fat,0.0,Fruits and Vegetables,168.05,OUT049,1999,Tier 1,Supermarket Type1
4636,Regular,0.070801636,Frozen Foods,227.801,OUT049,1999,Tier 1,Supermarket Type1
4637,Low Fat,0.036016611,Soft Drinks,41.4138,OUT045,2002,Tier 2,Supermarket Type1
4638,Low Fat,0.04457004,Canned,165.3842,OUT013,1987,Tier 3,Supermarket Type1
4639,Low Fat,0.029775731,Soft Drinks,145.2444,OUT035,2004,Tier 2,Supermarket Type1
4640,Low Fat,0.213478694,Frozen Foods,84.9224,OUT010,1998,Tier 3,Grocery Store
4641,Low Fat,0.123849384,Frozen Foods,120.0124,OUT027,1985,Tier 3,Supermarket Type3
4642,Low Fat,0.038886823,Fruits and Vegetables,118.5808,OUT018,2009,Tier 3,Supermarket Type2
4643,Regular,0.055512274,Breads,225.7088,OUT013,1987,Tier 3,Supermarket Type1
4644,Regular,0.05707763,Fruits and Vegetables,224.8088,OUT049,1999,Tier 1,Supermarket Type1
4645,Low Fat,0.030495077,Health and Hygiene,194.0162,OUT046,1997,Tier 1,Supermarket Type1
4646,Regular,0.0,Baking Goods,99.8384,OUT027,1985,Tier 3,Supermarket Type3
4647,Regular,0.048960915,Starchy Foods,188.1898,OUT017,2007,Tier 2,Supermarket Type1
4648,Low Fat,0.031485704,Household,110.0228,OUT045,2002,Tier 2,Supermarket Type1
4649,Low Fat,0.071662195,Health and Hygiene,127.7362,OUT018,2009,Tier 3,Supermarket Type2
4650,Regular,0.067815921,Dairy,58.0562,OUT013,1987,Tier 3,Supermarket Type1
4651,Low Fat,0.028756673,Fruits and Vegetables,40.5454,OUT017,2007,Tier 2,Supermarket Type1
4652,Low Fat,0.008849431,Frozen Foods,99.9384,OUT049,1999,Tier 1,Supermarket Type1
4653,Low Fat,0.202948268,Snack Foods,197.4452,OUT010,1998,Tier 3,Grocery Store
4654,Low Fat,0.078454358,Household,58.3562,OUT019,1985,Tier 1,Grocery Store
4655,Low Fat,0.107816091,Soft Drinks,56.8904,OUT045,2002,Tier 2,Supermarket Type1
4656,Low Fat,0.035465802,Baking Goods,229.601,OUT049,1999,Tier 1,Supermarket Type1
4657,Regular,0.049635605,Fruits and Vegetables,76.5644,OUT046,1997,Tier 1,Supermarket Type1
4658,Regular,0.114348523,Dairy,95.0436,OUT045,2002,Tier 2,Supermarket Type1
4659,Regular,0.042195096,Snack Foods,51.564,OUT017,2007,Tier 2,Supermarket Type1
4660,Low Fat,0.117578079,Household,113.886,OUT019,1985,Tier 1,Grocery Store
4661,Low Fat,0.045240103,Dairy,241.7854,OUT017,2007,Tier 2,Supermarket Type1
4662,Low Fat,0.072839052,Canned,79.7986,OUT046,1997,Tier 1,Supermarket Type1
4663,Regular,0.120932251,Frozen Foods,117.0466,OUT027,1985,Tier 3,Supermarket Type3
4664,Low Fat,0.023433422,Fruits and Vegetables,94.5778,OUT013,1987,Tier 3,Supermarket Type1
4665,Low Fat,0.077168705,Fruits and Vegetables,46.5086,OUT018,2009,Tier 3,Supermarket Type2
4666,Low Fat,0.079064574,Baking Goods,178.237,OUT018,2009,Tier 3,Supermarket Type2
4667,Regular,0.008079833,Frozen Foods,81.7618,OUT017,2007,Tier 2,Supermarket Type1
4668,Regular,0.037758036,Dairy,124.5704,OUT049,1999,Tier 1,Supermarket Type1
4669,Low Fat,0.171654513,Fruits and Vegetables,48.4692,OUT049,1999,Tier 1,Supermarket Type1
4670,Regular,0.014733108,Canned,89.4172,OUT046,1997,Tier 1,Supermarket Type1
4671,Low Fat,0.0,Household,96.0094,OUT010,1998,Tier 3,Grocery Store
4672,Low Fat,0.060802383,Dairy,219.7482,OUT010,1998,Tier 3,Grocery Store
4673,Regular,0.022004053,Fruits and Vegetables,248.6092,OUT049,1999,Tier 1,Supermarket Type1
4674,Low Fat,0.052143322,Soft Drinks,144.5444,OUT019,1985,Tier 1,Grocery Store
4675,Low Fat,0.019416374,Health and Hygiene,129.5994,OUT049,1999,Tier 1,Supermarket Type1
4676,Regular,0.134298156,Canned,40.448,OUT035,2004,Tier 2,Supermarket Type1
4677,Low Fat,0.057193256,Fruits and Vegetables,174.437,OUT018,2009,Tier 3,Supermarket Type2
4678,Low Fat,0.0,Health and Hygiene,62.6168,OUT035,2004,Tier 2,Supermarket Type1
4679,Low Fat,0.175151361,Health and Hygiene,182.1608,OUT035,2004,Tier 2,Supermarket Type1
4680,Low Fat,0.033155576,Meat,173.9738,OUT045,2002,Tier 2,Supermarket Type1
4681,Low Fat,0.125156,Frozen Foods,119.8124,OUT017,2007,Tier 2,Supermarket Type1
4682,Regular,0.010956306,Snack Foods,56.9588,OUT049,1999,Tier 1,Supermarket Type1
4683,Regular,0.166159652,Frozen Foods,87.5856,OUT010,1998,Tier 3,Grocery Store
4684,Regular,0.137924102,Frozen Foods,161.9236,OUT045,2002,Tier 2,Supermarket Type1
4685,Regular,0.111469959,Snack Foods,56.0956,OUT010,1998,Tier 3,Grocery Store
4686,Regular,0.09405464,Baking Goods,98.3068,OUT045,2002,Tier 2,Supermarket Type1
4687,Low Fat,0.16240296,Fruits and Vegetables,34.819,OUT017,2007,Tier 2,Supermarket Type1
4688,Regular,0.030461721,Snack Foods,220.0114,OUT017,2007,Tier 2,Supermarket Type1
4689,Low Fat,0.235341126,Hard Drinks,252.1382,OUT010,1998,Tier 3,Grocery Store
4690,Low Fat,0.024362196,Soft Drinks,145.8102,OUT010,1998,Tier 3,Grocery Store
4691,Low Fat,0.065170902,Dairy,146.176,OUT035,2004,Tier 2,Supermarket Type1
4692,Regular,0.030668818,Canned,87.954,OUT013,1987,Tier 3,Supermarket Type1
4693,Low Fat,0.065722924,Frozen Foods,256.9646,OUT045,2002,Tier 2,Supermarket Type1
4694,Regular,0.14504086,Fruits and Vegetables,173.608,OUT046,1997,Tier 1,Supermarket Type1
4695,Low Fat,0.039347842,Household,125.2678,OUT045,2002,Tier 2,Supermarket Type1
4696,Low Fat,0.079968115,Dairy,234.43,OUT045,2002,Tier 2,Supermarket Type1
4697,Low Fat,0.051997608,Health and Hygiene,108.328,OUT013,1987,Tier 3,Supermarket Type1
4698,Low Fat,0.014968132,Health and Hygiene,140.8154,OUT045,2002,Tier 2,Supermarket Type1
4699,Low Fat,0.044281997,Dairy,85.8856,OUT027,1985,Tier 3,Supermarket Type3
4700,Low Fat,0.083830905,Household,161.4552,OUT017,2007,Tier 2,Supermarket Type1
4701,Low Fat,0.038486905,Dairy,55.4272,OUT013,1987,Tier 3,Supermarket Type1
4702,Low Fat,0.024821278,Soft Drinks,153.4998,OUT046,1997,Tier 1,Supermarket Type1
4703,Low Fat,0.009402696,Baking Goods,74.138,OUT013,1987,Tier 3,Supermarket Type1
4704,Low Fat,0.0,Breakfast,176.637,OUT035,2004,Tier 2,Supermarket Type1
4705,Low Fat,0.01459303,Soft Drinks,52.7324,OUT046,1997,Tier 1,Supermarket Type1
4706,Low Fat,0.0,Fruits and Vegetables,43.8454,OUT046,1997,Tier 1,Supermarket Type1
4707,Low Fat,0.032941482,Health and Hygiene,238.8906,OUT049,1999,Tier 1,Supermarket Type1
4708,Low Fat,0.0,Frozen Foods,156.563,OUT010,1998,Tier 3,Grocery Store
4709,Low Fat,0.010386567,Household,206.9954,OUT045,2002,Tier 2,Supermarket Type1
4710,Regular,0.047579697,Dairy,120.3756,OUT035,2004,Tier 2,Supermarket Type1
4711,Regular,0.017631222,Starchy Foods,240.6538,OUT046,1997,Tier 1,Supermarket Type1
4712,Low Fat,0.010684957,Canned,85.7908,OUT018,2009,Tier 3,Supermarket Type2
4713,Low Fat,0.201765292,Fruits and Vegetables,46.606,OUT010,1998,Tier 3,Grocery Store
4714,Low Fat,0.061350284,Soft Drinks,153.3024,OUT018,2009,Tier 3,Supermarket Type2
